,URL*,ID*,Requirement*,Conformance*,Actor*,Sub-Requirement(s),Conditionality,Conditionality Description,Verifiable?,Verifiability Details,Planning To Test?,Planning To Test Details,Page,Section,Same As…,Section #,Grouping,Scope,Scope Description,Priority,Test Plan,Simulation Approach,client testing simulation implementation group,client simulation status,Test location,Test name,Notes,Questions
14,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/components.html#scoping-responsibilities,16,"Unless otherwise specified by a server implementation and channel, the Subscriptions Framework does not involve guaranteed delivery of notifications. While the Subscriptions Framework is able to support such mechanisms, defining them are beyond the scope of the standard or this guide. - Servers SHOULD detect errors and take appropriate action where possible. In general,  this boundary is when the notification is delivered.",SHOULD,Server,,,,Yes,"On the edge Not Verifiable and Attestation - There are no formal details to verify, but could have an attestation that the server includes logic to detect errors and handle them.
- pro = having an attestation means that implementers need to think about this
- con = the attestation has no actual teeth",Yes,"On the edge Not Verifiable and Attestation - There are no formal details to verify, but could have an attestation that the server includes logic to detect errors and handle them.
- pro = having an attestation means that implementers need to think about this
- con = the attestation has no actual teeth",components,scoping-responsibilities,,2.2.3.1,Notification Delivery,,,,,NOT SIMULATED: no specific action to simulate.,NONE,,,,,
15,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/components.html#scoping-responsibilities,17,"Therefore, clients SHOULD be aware of some limitations regarding delivery. In particular: - Some notifications might not be delivered.  Some notifications might be delivered multiple times",SHOULD,Client,,,,Yes,"On the edge between Not Verifiable and Attestation - there is no formal details to verify, but could put the client in these scenarils - miss an event, and deliver an event twice - and have them attest that their system handles those cases appropriately, whatever that means to the system.",Yes,"On the edge between Not Verifiable and Attestation - there is no formal details to verify, but could put the client in these scenarils - miss an event, and deliver an event twice - and have them attest that their system handles those cases appropriately, whatever that means to the system.",components,scoping-responsibilities,,2.2.3.1,Notification Delivery,,,,,NOT SIMULATED: no specific action to simulate.,NONE,,,,,
16,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/workflow.html#workflow-fhir-r4,18,"[When a client requests a Subscription, the] Server MAY accept the Subscription request and mark it active (e.g., supported channel and payload, no handshake required). ",MAY,Server,,,,Yes,,No,"MAY requirement, support for which doesn't imply other requirements.",workflow,workflow-fhir-r4,,2.3.3,Subscription Creation,,,,,"NOT SIMULATED: due to requirement 29 on the rest-hook channel, which is all that Inferno supports which requires the status be set to requested.",NONE,,,,"Some channel types, e.g. rest hook, have specific requirements around status when a Subscription is initially created.",
17,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/workflow.html#workflow-fhir-r4,19,"[When a client requests a Subscription, the] Server MAY accept the Subscription request and mark it requested (e.g., supported channel and payload, handshake required).",MAY,Server,,,,Yes,,No,"MAY requirement, support for which doesn't imply other requirements.",workflow,workflow-fhir-r4,,2.3.3,Subscription Creation,,,,,SIMULATED: Inferno will accept rest-hook Subscriptions and mark them as requested as required by requirement 29.,For Basic Workflow,Implemented,,,"Some channel types, e.g. rest hook, have specific requirements around status when a Subscription is initially created.",
18,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/workflow.html#workflow-fhir-r4,20,"[When a server sends a handshake bundle to a Subscription endpoint] If the Endpoint responds appropriately, per the channel requirements (e.g., in REST an HTTP Success code such as 200), the Server updates the subscription to active.",SHALL,Server,,,,Yes,,Yes,,workflow,workflow-fhir-r4,,2.3.3,Handshake,,,,"After a handshake response that indicates success, verify that there is a subsequent event notification and that its SubscriptionStatus instance indicates that the Subscription is active.",SIMULATED: Inferno will look for the presence of a successful  handshake (and other details) to determine the status of a Subscription when that information is requested or sent.,Subscription Status Tracking,Implemented,,,,SIMULATION DESIGN: how to handle Subscription reads and keeping the status consistent?
19,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/workflow.html#workflow-fhir-r4,21,"[When a server sends a handshake bundle to a Subscription endpoint] If the handshake fails (e.g., connection failure, bad response, etc.), the Server updates the subscription to error.",SHALL,Server,,,,Yes,,Yes,,workflow,workflow-fhir-r4,,2.3.3,Handshake,,,,After a handshake response indicating failure. invoke the $status operation for the Subscription and validate that the Subscription status is `error`.,SIMULATED: Inferno will look for the presence of a error  handshake to determine the status of a Subscription when that information is requested or sent.,Subscription Status Tracking,Implemented,,,,SIMULATION DESIGN: how to handle Subscription reads and keeping the status consistent?
20,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/workflow.html#workflow-fhir-r4,22,"[When a client requests a Subscription, the] Server MAY reject the Subscription request (e.g., unsupported channel type).",MAY,Server,,,,Yes,,No,"MAY requirement, support for which doesn't imply other requirements.",workflow,workflow-fhir-r4,,2.3.3,Subscription Creation,,,,,SIMULATED: Inferno will reject Subscriptions for channel types that it does not support (anything other than rest-hook).,,Implemented,,,,
21,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/channels.html#rest-hook-1,23,"To receive notifications via HTTP/S POST, a client should request a subscription with the channel type of rest-hook and set the endpoint to the appropriate client URL.",SHALL,Client,,,,Yes,,Yes,,channels,rest-hook-1,,2.4.0.1,Subscription Creation - Rest Hook,,,,Verify that client-provided subscriptions for a rest-hook channel use the appropriate channel type and have a valid http URL as the endpoint.,SIMULATED: Inferno will accept Subscription creation requests and verify that a Subscription provided by testers for use in server testing  is rest-hook and that it uses the Inferno notification URL.,,,,,,
22,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/channels.html#rest-hook-1,24,This URL [for the subscription notification endpoint] must be accessible by the hosting server.,SHALL,Client,,,,Yes,,Yes,,channels,rest-hook-1,,2.4.0.1,Subscription Creation - Rest Hook,,,,Verify that Inferno can reach the client-indicated URL using a handshake notification. Fail it it receives an error startus back.,SIMULATED: Inferno will host an endpoint that accepts POST notifications.,,,,,,
23,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/channels.html#rest-hook-1,25,"To convey an event notification, the server POSTs a Bundle to the client’s nominated endpoint URL",SHALL,Server,,,,Yes,,Yes,,channels,rest-hook-1,,2.4.0.1,Notification Delivery - Rest Hook,,,,We will have a test waiting to receive an incoming request on the subscription channel endpoint included in the Subscription resource sent to the server. It will only accept a POST request with a notification Bundle that has a SubscriptionStatus (Parameters) resource in it's first entry with type set to `event-notification` to differentiate from other notification request types,SIMULATED: Inferno will POST the client-provided notification.,For Basic Workflow,Implemented,,,,
24,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/channels.html#rest-hook-1,26,The content-type of the POST SHALL match the MIME type on the Subscription (Subscription.channel.payload).,SHALL,Server,,,,Yes,,Yes,,channels,rest-hook-1,,2.4.0.1,Notification Delivery - Rest Hook,,,,"For a rest-hook subscription, verify that the content-type header of the POST request matches the Subscription's MIME type (including handshake and heartbeats).",SIMULATED: Inferno will use the MIME type from the subscription as the content-type when POSTing notifications,For Basic Workflow,requested,,notification_validation,,"IG AUTHORS: is Subscription.channel.payload required in addition to the content extension? Validation rules will pass without it because an element with children is considered to be populated.

TEST DESIGN: do we need to verify / adjust the provided notification body to make sure it meets the Subscription MIME type?"
25,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/channels.html#rest-hook-1,27,Each Subscription.channel.header value SHALL be conveyed as an HTTP request header.,SHALL,Server,,,,Yes,,Yes,,channels,rest-hook-1,,2.4.0.1,Notification Delivery - Rest Hook,,,,"For a rest-hook subscription, verify that each Subscription.channel.header entry appears within the headers of the POST request for a notification (including handshake and heartbeats).",SIMULATED: Inferno will add headers from the Subscription to notifications,For Basic Workflow,requested,,notification_validation,,
26,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/channels.html#rest-hook-1,28,The bundle SHALL comply with the Backported R5 Notification Bundle Profile.,SHALL,Server,,,,Yes,,Yes,,channels,rest-hook-1,,2.4.0.1,Notification Content,,,,Verify using the HL7 validator.,TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Apply existing server validation to tester-provided notifications,Implemented,,notification_validation,,
27,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/channels.html#rest-hook-1,29,"When a Subscription is created for a REST Hook channel type, the server SHALL set initial status to requested, pending verification of the nominated endpoint URL.",SHALL,Server,,,,Yes,,Yes,,channels,rest-hook-1,,2.4.0.1,Subscription Creation - Rest Hook,,,,"In the Subscription create test, the test will check that the returned Subscription from the create request has it's status set to `requested`. Then later the handshake validation test will ensure the SubscriptionStatus resource in the Bundle's first entry has a status of `requested` as well",SIMULATED: Inferno will look for the presence of a successful handshake to determine the status of a Subscription when that information is requested or sent.,Subscription Status Tracking,Implemented,,,,SIMULATION DESIGN: how to handle Subscription reads and keeping the status consistent?
28,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/channels.html#rest-hook-1,30,"After a successful handshake notification has been sent and accepted [for a REST Hook channel type], the server SHALL update the status to active.",SHALL,Server,,,,Yes,,Yes,,channels,rest-hook-1,,2.4.0.1,Handshake - Rest Hook,,,,"Create a rest-hook Subscription with a url that returns success, wait for a handshake, then verify that there is a subsequent event notification and that its SubscriptionStatus instance indicates that the Subscription is active.",SIMULATED: Inferno will look for the presence of a successful handshake to determine the status of a Subscription when that information is requested or sent.,Subscription Status Tracking,Implemented,,,"Emily's Original: After the handshake test, there will be a test for the $status operation on the Subscription resource. The returned Bundle will pull out the SubscriptionTopic (Parameters) resource which will be validated and the test will ensure the status is set to `active` since it will take place after the handshake

clarifying the test proceedure slightly",SIMULATION DESIGN: how to handle Subscription reads and keeping the status consistent?
29,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/channels.html#rest-hook-1,31,Any errors in the initial handshake [for a REST Hook channel type] SHALL result in the status being changed to error.,SHALL,Server,,,,Yes,,Yes,,channels,rest-hook-1,,2.4.0.1,Handshake - Rest Hook,,,,"Create a rest-hook Subscription with a url that returns a 404, wait for a handshake to that url, and then invoke the $status operation for the Subscription and validate that the Subscription status is `error`.",SIMULATED: Inferno will look for the presence of a error  handshake to determine the status of a Subscription when that information is requested or sent.,Subscription Status Tracking,Implemented,,,,SIMULATION DESIGN: how to handle Subscription reads and keeping the status consistent?
30,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/channels.html#security-notes,32,"HTTP is neither a secure nor an encrypted channel, nor does it provide endpoint verification. It is strongly recommended that implementations refuse requests to send notifications to URLs using the HTTP protocol (use HTTPS instead).",SHOULD,Server,,,,Yes,,Yes,,channels,security-notes,,2.4.0.0.1,Subscription Creation - Rest Hook,,,,Attempt to create a rest-hook Subscription with a HTTP endpoint and validate that the server rejects it or changes it to use HTTPS.,"SIMULATED: Inferno will not enforce this since clients are not prohibited, but a warning will be included when http endpoints are provided by the client.",Subscription Validation,,,,,
31,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/notifications.html#event-notifications-and-what-to-include,33,"In addition to the Subscription Status information, each notification MAY include additional resources or references to resources (URLs or ids).",MAY,Server,,,,Yes,,No,"MAY requirement, support for which doesn't imply other requirements.",notifications,event-notifications-and-what-to-include,,2.5.3,Notification Content,,,,,TESTER-DIRECTED: Notifications that Inferno delivers are provided by the tester and verified against the relevant requirements. Tester can decide within those requirements whether this option is used or not.,,,,,,
32,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/notifications.html#additional-resources,34,Servers MAY choose to include additional resources [other than the focus] with notifications that may be of interest to clients.,MAY,Server,,,,Yes,,No,"MAY requirement, support for which doesn't imply other requirements.",notifications,additional-resources,,2.5.3.2,Notification Content,,,,,TESTER-DIRECTED: Notifications that Inferno delivers are provided by the tester and verified against the relevant requirements. Tester can decide within those requirements whether this option is used or not.,,,,,,
33,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/notifications.html#additional-resources,35,"Servers SHALL conform to the payload configuration of the subscription when adding additional resources (e.g., if the subscription is id-only, then only ids of additional resources may be provided; if the subscription is full-resource, then full resources should be provided).",SHALL,Server,,,,Yes,,Yes,,notifications,additional-resources,,2.5.3.2,Notification Content,,,,Verify that the content of the notification matches the requirements of the Subscription's content type.,TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Apply existing server validation to tester-provided notifications,Implemented,,,,
34,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/payloads.html#payload-types,36,"If a server will not honor a payload type (e.g., will not send full-resource over HTTP), it SHOULD reject the Subscription request",SHOULD,Server,,,,Yes,,Yes,,payloads,payload-types,,2.6.1,Subscription Creation,,,,"Validate that the server can reject a Subscription by identifiying a Subscription that they will reject (e.g., from the user),  creating that Subscription, and validating that it is rejected.","SIMULATED: Inferno will support all payload content types, so this is an empty check",EMPTY,,,,,
35,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/payloads.html#payload-types,37,"If a server will not honor a payload type (e.g., will not send full-resource over HTTP), it ... MAY accept the subscription with modifications.",MAY,Server,,,,Yes,,No,"MAY requirement, support for which doesn't imply other requirements.",payloads,payload-types,,2.6.1,Subscription Creation,,,,,NOT SIMULATED: Inferno will support all payload content types and will not modify the requested content type.,,,,,,
36,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/payloads.html#empty,38,"When populating the SubscriptionStatus.notificationEvent structure for a notification with an empty payload, a server SHALL NOT include references to resources (e.g., SubscriptionStatus.notificationEvent.focus and SubscriptionStatus.notificationEvent.additionalContext SHALL NOT be present).",SHALL NOT,Server,,,,Yes,,Yes,,payloads,empty,,2.6.1.1,Notification Content - empty,,,,"If the payload type is specified as being empty, the notification validation test will verify that the focus and additionalContext elements are empty",TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Apply existing server validation to tester-provided notifications,requested,,,,
37,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/payloads.html#empty,39,"When the content type is empty, notification bundles SHALL not contain Bundle.entry elements other than the SubscriptionStatus for the notification.",SHALL NOT,Server,,,,Yes,,Yes,,payloads,empty,,2.6.1.1,Notification Content - empty,,,,"If the payload type is specified as being empty, the notification validation test will make sure there are no other entries in the Bundle other than the first SubscriptionStatus resource. . ",TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Apply existing server validation to tester-provided notifications,requested,,,,
38,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/payloads.html#id-only,40,"When the content type is id-only, notification bundles SHALL include references to the appropriate focus resources in the SubscriptionStatus.notificationEvent.focus element.",SHALL,Server,,,,Yes,,Yes,,payloads,id-only,,2.6.1.2,Notification Content - id-only,,,,"If the payload type is specified as being id-only, the notification validation test will ensure the SubscriptionStatus.notificationEvent.focus is populated and it will check that each additional entry in the Bundle has the fullUrl populated",TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Apply existing server validation to tester-provided notifications,requested,,,,
39,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/payloads.html#id-only,41,"Additionally, [id-only] notification bundles MAY contain, in addition to the SubscriptionStatus used to convey status information, at least one Bundle.entry for each resource relevant to the notification. For example, a notification for a topic based on Encounter MAY include a reference to the Encounter and MAY also include additional resources deemed relevant (e.g., the linked Patient).",MAY,Server,,,,Yes,,No,"MAY requirement, support for which doesn't imply other requirements.",payloads,id-only,,2.6.1.2,Notification Content - id-only,,,,,TESTER-DIRECTED: Notifications that Inferno delivers are provided by the tester and verified against the relevant requirements. Tester can decide within those requirements whether this option is used or not.,,,,,,
40,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/payloads.html#id-only,42,"Each Bundle.entry for id-only notification SHALL contain a relevant resource URL in the fullUrl and request elements, as is required for history bundles.",SHALL,Server,,,,Yes,,Yes,,payloads,id-only,,2.6.1.2,Notification Content - id-only,,,,"If the payload type is specified as being id-only and the server includes additional Bundle.entry iterations, check that fullUrl is populated and resource is not populated (since id-only).",TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Apply existing server validation to tester-provided notifications,requested,,,"Emily's Original: If the payload type is specified as being id-only, the notification validation test will ensure the SubscriptionStatus.notificationEvent.focus is populated and it will check that each additional entry in the Bundle has the fullUrl populated

Updated to be more specific - check correspondence between the subscription status list and the bundle.entry list.",IG AUTHORS: Do the focus / additionalContext elements on the status(es) need to correspond to the list of additional entries if present?
41,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/payloads.html#full-resource,43,"When the content type is full-resource, notification bundles SHALL include references to the appropriate focus resources in the SubscriptionStatus.notificationEvent.focus element.",SHALL,Server,,,,Yes,,Yes,,payloads,full-resource,,2.6.1.3,Notification Content - full-resource,,,,"If the payload type is specified as being full-resource, the notification validation test will ensure the SubscriptionStatus.notificationEvent.focus is populated and it validate each resource contained in additional entries in the Bundle",TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Apply existing server validation to tester-provided notifications,requested,,,,
42,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/payloads.html#full-resource,44,"Notification bundles for full-resource subscriptions SHALL contain, in addition to the SubscriptionStatus, at least one Bundle.entry for each resource relevant to the notification. For example, a notification for a topic based on the Encounter resource SHALL include an Encounter and MAY include additional resources deemed relevant (e.g., the referenced Patient).",SHALL,Server,,,,Yes,,Yes,,payloads,full-resource,,2.6.1.3,Notification Content - full-resource,,,,"If the payload type is specified as being full-resource,  verify that for each reference in SubscriptionStatus.notificationEvent.focus there is an Bundle.entry instance with the content for that reference.",TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Add additional server validation to tester-provided notifications,requested,,,"Emily's Original: If the payload type is specified as being full-resource, the notification validation test will ensure that each entry in the Bundle contains a resource or if not, a  entry.request and/or entry.response elements (this is a requirement for each entry in a history bundle)

Tightening this a bit.",
